series,date,division,index
growth_yoy,2019-05-01,14,5.674
growth_yoy,2019-06-01,14,5.342
growth_yoy,2019-07-01,14,5.827
growth_yoy,2019-08-01,14,6.904
growth_yoy,2019-09-01,14,4.641
growth_yoy,2019-10-01,14,8.026
growth_yoy,2019-11-01,14,8.301
growth_yoy,2019-12-01,14,5.254
growth_yoy,2020-01-01,14,3.773
growth_yoy,2020-02-01,14,7.114
growth_yoy,2020-03-01,14,-0.678
growth_yoy,2020-04-01,14,-80.348
growth_yoy,2020-05-01,14,-50.864
growth_yoy,2020-06-01,14,-2.505
growth_yoy,2020-07-01,14,-5.899
growth_yoy,2020-08-01,14,-7.121
growth_yoy,2020-09-01,14,0.936
growth_yoy,2020-10-01,14,-0.252
growth_yoy,2020-11-01,14,-3.195
growth_yoy,2020-12-01,14,0.611
growth_yoy,2021-01-01,14,-2.818
growth_yoy,2021-02-01,14,-2.575
growth_yoy,2021-03-01,14,4.523
growth_yoy,2021-04-01,14,309.656
growth_yoy,2021-05-01,14,29.038
growth_yoy,2021-06-01,14,-31.048
growth_yoy,2021-07-01,14,-20.103
growth_yoy,2021-08-01,14,-6.022
growth_yoy,2021-09-01,14,-7.115
growth_yoy,2021-10-01,14,-0.205
growth_yoy,2021-11-01,14,2.441
growth_yoy,2021-12-01,14,2.033
growth_yoy,2022-01-01,14,2.925
growth_yoy,2022-02-01,14,3.502
growth_yoy,2022-03-01,14,6.578
growth_yoy,2022-04-01,14,6.872
growth_yoy,2022-05-01,14,5.332
growth_yoy,2022-06-01,14,6.811
growth_yoy,2022-07-01,14,9.788
growth_yoy,2022-08-01,14,2.505
growth_yoy,2022-09-01,14,0.379
growth_yoy,2022-10-01,14,-8.084
growth_yoy,2022-11-01,14,0.267
growth_yoy,2022-12-01,14,-2.843
growth_yoy,2023-01-01,14,-1.503
growth_yoy,2023-02-01,14,5.495
growth_yoy,2023-03-01,14,4.024
growth_yoy,2023-04-01,14,5.423
growth_yoy,2023-05-01,14,10.235
growth_yoy,2023-06-01,14,13.11
growth_yoy,2023-07-01,14,8.165
growth_yoy,2023-08-01,14,3.948
growth_yoy,2023-09-01,14,4.749
growth_yoy,2023-10-01,14,6.207
growth_yoy,2023-11-01,14,3.338
growth_yoy,2023-12-01,14,-2.204
growth_yoy,2024-01-01,14,1.522
growth_yoy,2024-02-01,14,-6.689
growth_yoy,2024-03-01,14,7.668
growth_yoy,2024-04-01,14,4.283
growth_yoy,2024-05-01,14,2.064
growth_yoy,2024-06-01,14,-1.079
growth_yoy,2024-07-01,14,8.261
growth_yoy,2024-08-01,14,4.641
growth_yoy,2024-09-01,14,2.577
growth_yoy,2024-10-01,14,1.612
growth_yoy,2024-11-01,14,-3.654
growth_yoy,2024-12-01,14,-1.905
growth_yoy,2025-01-01,14,0.833
growth_yoy,2025-02-01,14,5.064
growth_yoy,2025-03-01,14,3.358
growth_yoy,2025-04-01,14,3.092
growth_yoy,2025-05-01,14,-1.152
growth_yoy,2025-06-01,14,-3.031
growth_yoy,2025-07-01,14,-2.381
growth_yoy,2025-08-01,14,-0.309
growth_yoy,2025-09-01,14,2.085
growth_yoy,2025-10-01,14,1.829
growth_yoy,2025-11-01,14,2.312
growth_yoy,2025-12-01,14,2.947
growth_yoy,2026-01-01,14,2.215
growth_yoy,2026-02-01,14,-0.792
growth_yoy,2026-03-01,14,2.724
growth_yoy,2026-04-01,14,4.466
growth_yoy,2026-05-01,14,-0.96
growth_mom,2015-02-01,14,-5.953
growth_mom,2015-03-01,14,6.571
growth_mom,2015-04-01,14,5.147
growth_mom,2015-05-01,14,13.318
growth_mom,2015-06-01,14,-21.206
growth_mom,2015-07-01,14,-0.274
growth_mom,2015-08-01,14,0.026
growth_mom,2015-09-01,14,14.116
growth_mom,2015-10-01,14,11.43
growth_mom,2015-11-01,14,-2.361
growth_mom,2015-12-01,14,2.981
growth_mom,2016-01-01,14,-11.441
growth_mom,2016-02-01,14,-3.647
growth_mom,2016-03-01,14,10.251
growth_mom,2016-04-01,14,-0.63
growth_mom,2016-05-01,14,13.969
growth_mom,2016-06-01,14,-14.686
growth_mom,2016-07-01,14,-8.025
growth_mom,2016-08-01,14,3.318
growth_mom,2016-09-01,14,10.693
growth_mom,2016-10-01,14,8.871
growth_mom,2016-11-01,14,0.171
growth_mom,2016-12-01,14,2.887
growth_mom,2017-01-01,14,-10.742
growth_mom,2017-02-01,14,-2.171
growth_mom,2017-03-01,14,10.579
growth_mom,2017-04-01,14,-2.315
growth_mom,2017-05-01,14,14.954
growth_mom,2017-06-01,14,-11.066
growth_mom,2017-07-01,14,-7.376
growth_mom,2017-08-01,14,2.392
growth_mom,2017-09-01,14,10.382
growth_mom,2017-10-01,14,9.523
growth_mom,2017-11-01,14,-0.764
growth_mom,2017-12-01,14,2.342
growth_mom,2018-01-01,14,-10.471
growth_mom,2018-02-01,14,-4.247
growth_mom,2018-03-01,14,4.167
growth_mom,2018-04-01,14,-1.285
growth_mom,2018-05-01,14,11.879
growth_mom,2018-06-01,14,-5.795
growth_mom,2018-07-01,14,-9.863
growth_mom,2018-08-01,14,0.931
growth_mom,2018-09-01,14,8.073
growth_mom,2018-10-01,14,10.093
growth_mom,2018-11-01,14,4.806
growth_mom,2018-12-01,14,0.71
growth_mom,2019-01-01,14,-9.211
growth_mom,2019-02-01,14,-6.981
growth_mom,2019-03-01,14,5.053
growth_mom,2019-04-01,14,-1.65
growth_mom,2019-05-01,14,12.522
growth_mom,2019-06-01,14,-6.09
growth_mom,2019-07-01,14,-9.448
growth_mom,2019-08-01,14,1.958
growth_mom,2019-09-01,14,5.786
growth_mom,2019-10-01,14,13.654
growth_mom,2019-11-01,14,5.073
growth_mom,2019-12-01,14,-2.123
growth_mom,2020-01-01,14,-10.488
growth_mom,2020-02-01,14,-3.987
growth_mom,2020-03-01,14,-2.588
growth_mom,2020-04-01,14,-80.54
growth_mom,2020-05-01,14,181.338
growth_mom,2020-06-01,14,86.332
growth_mom,2020-07-01,14,-12.601
growth_mom,2020-08-01,14,0.634
growth_mom,2020-09-01,14,14.964
growth_mom,2020-10-01,14,12.315
growth_mom,2020-11-01,14,1.974
growth_mom,2020-12-01,14,1.725
growth_mom,2021-01-01,14,-13.539
growth_mom,2021-02-01,14,-3.747
growth_mom,2021-03-01,14,4.509
growth_mom,2021-04-01,14,-23.731
growth_mom,2021-05-01,14,-11.381
growth_mom,2021-06-01,14,-0.433
growth_mom,2021-07-01,14,1.272
growth_mom,2021-08-01,14,18.37
growth_mom,2021-09-01,14,13.626
growth_mom,2021-10-01,14,20.672
growth_mom,2021-11-01,14,4.677
growth_mom,2021-12-01,14,1.319
growth_mom,2022-01-01,14,-12.782
growth_mom,2022-02-01,14,-3.208
growth_mom,2022-03-01,14,7.614
growth_mom,2022-04-01,14,-23.52
growth_mom,2022-05-01,14,-12.658
growth_mom,2022-06-01,14,0.966
growth_mom,2022-07-01,14,4.094
growth_mom,2022-08-01,14,10.517
growth_mom,2022-09-01,14,11.269
growth_mom,2022-10-01,14,10.499
growth_mom,2022-11-01,14,14.186
growth_mom,2022-12-01,14,-1.823
growth_mom,2023-01-01,14,-11.58
growth_mom,2023-02-01,14,3.67
growth_mom,2023-03-01,14,6.114
growth_mom,2023-04-01,14,-22.492
growth_mom,2023-05-01,14,-8.672
growth_mom,2023-06-01,14,3.599
growth_mom,2023-07-01,14,-0.456
growth_mom,2023-08-01,14,6.208
growth_mom,2023-09-01,14,12.126
growth_mom,2023-10-01,14,12.037
growth_mom,2023-11-01,14,11.102
growth_mom,2023-12-01,14,-7.088
growth_mom,2024-01-01,14,-8.212
growth_mom,2024-02-01,14,-4.714
growth_mom,2024-03-01,14,22.441
growth_mom,2024-04-01,14,-24.929
growth_mom,2024-05-01,14,-10.615
growth_mom,2024-06-01,14,0.409
growth_mom,2024-07-01,14,8.943
growth_mom,2024-08-01,14,2.657
growth_mom,2024-09-01,14,9.915
growth_mom,2024-10-01,14,10.983
growth_mom,2024-11-01,14,5.344
growth_mom,2024-12-01,14,-5.402
growth_mom,2025-01-01,14,-5.649
growth_mom,2025-02-01,14,-0.717
growth_mom,2025-03-01,14,20.454
growth_mom,2025-04-01,14,-25.122
growth_mom,2025-05-01,14,-14.295
growth_mom,2025-06-01,14,-1.499
growth_mom,2025-07-01,14,9.673
growth_mom,2025-08-01,14,4.836
growth_mom,2025-09-01,14,12.555
growth_mom,2025-10-01,14,10.705
growth_mom,2025-11-01,14,5.843
growth_mom,2025-12-01,14,-4.815
growth_mom,2026-01-01,14,-6.32
growth_mom,2026-02-01,14,-3.637
growth_mom,2026-03-01,14,24.722
growth_mom,2026-04-01,14,-23.853
growth_mom,2026-05-01,14,-18.747
abs,2015-01-01,15,97.33
abs,2015-02-01,15,89.574
abs,2015-03-01,15,95.227
abs,2015-04-01,15,98.13
abs,2015-05-01,15,106.663
abs,2015-06-01,15,104.001
abs,2015-07-01,15,98.708
abs,2015-08-01,15,95.752
abs,2015-09-01,15,96.263
abs,2015-10-01,15,93.691
abs,2015-11-01,15,108.917
abs,2015-12-01,15,115.745
abs,2016-01-01,15,111.303
abs,2016-02-01,15,105.578
abs,2016-03-01,15,113.418
abs,2016-04-01,15,109.927
abs,2016-05-01,15,114.939
abs,2016-06-01,15,108.646
abs,2016-07-01,15,105.48
abs,2016-08-01,15,105.276
abs,2016-09-01,15,99.838
abs,2016-10-01,15,98.016
abs,2016-11-01,15,113.539
abs,2016-12-01,15,115.798
abs,2017-01-01,15,124.618
abs,2017-02-01,15,114.532
abs,2017-03-01,15,120.085
abs,2017-04-01,15,120.133
abs,2017-05-01,15,125.437
abs,2017-06-01,15,111.306
abs,2017-07-01,15,111.079
abs,2017-08-01,15,110.004
abs,2017-09-01,15,106.419
abs,2017-10-01,15,103.67
abs,2017-11-01,15,117.822
abs,2017-12-01,15,120.471
abs,2018-01-01,15,129.534
abs,2018-02-01,15,118.651
abs,2018-03-01,15,127.003
abs,2018-04-01,15,127.488
abs,2018-05-01,15,130.229
abs,2018-06-01,15,117.837
abs,2018-07-01,15,115.228
abs,2018-08-01,15,112.489
abs,2018-09-01,15,111.337
abs,2018-10-01,15,107.192
abs,2018-11-01,15,118.735
abs,2018-12-01,15,122.244
abs,2019-01-01,15,132.082
abs,2019-02-01,15,120.548
abs,2019-03-01,15,135.058
abs,2019-04-01,15,133.506
abs,2019-05-01,15,138.15
abs,2019-06-01,15,125.941
abs,2019-07-01,15,121.202
abs,2019-08-01,15,119.997
abs,2019-09-01,15,118.511
abs,2019-10-01,15,111.724
abs,2019-11-01,15,127.217
abs,2019-12-01,15,127.077
abs,2020-01-01,15,134.068
abs,2020-02-01,15,127.82
abs,2020-03-01,15,136.493
abs,2020-04-01,15,26.724
abs,2020-05-01,15,84.695
abs,2020-06-01,15,105.146
abs,2020-07-01,15,90.346
abs,2020-08-01,15,88.322
abs,2020-09-01,15,98.653
abs,2020-10-01,15,101.282
abs,2020-11-01,15,116.013
abs,2020-12-01,15,131.145
abs,2021-01-01,15,139.211
abs,2021-02-01,15,131.634
abs,2021-03-01,15,148.242
abs,2021-04-01,15,148.931
abs,2021-05-01,15,146.154
abs,2021-06-01,15,78.967
abs,2021-07-01,15,66.983
abs,2021-08-01,15,76.218
abs,2021-09-01,15,86.82
abs,2021-10-01,15,104.588
abs,2021-11-01,15,121.078
abs,2021-12-01,15,134.31
abs,2022-01-01,15,141.756
abs,2022-02-01,15,137.053
abs,2022-03-01,15,150.479
abs,2022-04-01,15,149.47
abs,2022-05-01,15,158.232
abs,2022-06-01,15,146.994
abs,2022-07-01,15,137.109
abs,2022-08-01,15,145.354
abs,2022-09-01,15,144.427
abs,2022-10-01,15,126.898
abs,2022-11-01,15,148.161
abs,2022-12-01,15,151.028
abs,2023-01-01,15,152.072
abs,2023-02-01,15,145.776
abs,2023-03-01,15,163.894
abs,2023-04-01,15,163.119
abs,2023-05-01,15,181.043
abs,2023-06-01,15,153.625
abs,2023-07-01,15,147.995
abs,2023-08-01,15,149.947
abs,2023-09-01,15,150.936
abs,2023-10-01,15,137.557
abs,2023-11-01,15,160.339
abs,2023-12-01,15,164.548
abs,2024-01-01,15,165.647
abs,2024-02-01,15,155.557
abs,2024-03-01,15,170.243
abs,2024-04-01,15,167.064
abs,2024-05-01,15,183.413
abs,2024-06-01,15,159.927
abs,2024-07-01,15,156.301
abs,2024-08-01,15,162.62
abs,2024-09-01,15,165.006
abs,2024-10-01,15,146.569
abs,2024-11-01,15,171.941
abs,2024-12-01,15,180.827
abs,2025-01-01,15,174.923
abs,2025-02-01,15,167.269
abs,2025-03-01,15,182.003
abs,2025-04-01,15,181.748
abs,2025-05-01,15,199.151
abs,2025-06-01,15,170.827
abs,2025-07-01,15,168.904
abs,2025-08-01,15,173.018
abs,2025-09-01,15,177.261
abs,2025-10-01,15,156.586
abs,2025-11-01,15,185.512
abs,2025-12-01,15,199.669
abs,2026-01-01,15,185.938
abs,2026-02-01,15,173.744
abs,2026-03-01,15,191.176
abs,2026-04-01,15,191.146
abs,2026-05-01,15,208.26
growth_yoy,2016-01-01,15,14.357
growth_yoy,2016-02-01,15,17.868
growth_yoy,2016-03-01,15,19.103
growth_yoy,2016-04-01,15,12.022
growth_yoy,2016-05-01,15,7.758
growth_yoy,2016-06-01,15,4.466
growth_yoy,2016-07-01,15,6.861
growth_yoy,2016-08-01,15,9.946
growth_yoy,2016-09-01,15,3.715
growth_yoy,2016-10-01,15,4.617
growth_yoy,2016-11-01,15,4.244
growth_yoy,2016-12-01,15,0.046
growth_yoy,2017-01-01,15,11.962
growth_yoy,2017-02-01,15,8.481
growth_yoy,2017-03-01,15,5.879
growth_yoy,2017-04-01,15,9.285
growth_yoy,2017-05-01,15,9.134
growth_yoy,2017-06-01,15,2.448
growth_yoy,2017-07-01,15,5.308
growth_yoy,2017-08-01,15,4.491
growth_yoy,2017-09-01,15,6.591
growth_yoy,2017-10-01,15,5.768
growth_yoy,2017-11-01,15,3.772
growth_yoy,2017-12-01,15,4.035
growth_yoy,2018-01-01,15,3.945
growth_yoy,2018-02-01,15,3.596
growth_yoy,2018-03-01,15,5.761
growth_yoy,2018-04-01,15,6.122
growth_yoy,2018-05-01,15,3.82
growth_yoy,2018-06-01,15,5.868
growth_yoy,2018-07-01,15,3.735
growth_yoy,2018-08-01,15,2.259
growth_yoy,2018-09-01,15,4.622
growth_yoy,2018-10-01,15,3.397
growth_yoy,2018-11-01,15,0.775
growth_yoy,2018-12-01,15,1.472
growth_yoy,2019-01-01,15,1.967
growth_yoy,2019-02-01,15,1.599
growth_yoy,2019-03-01,15,6.342
growth_yoy,2019-04-01,15,4.72
growth_yoy,2019-05-01,15,6.083
growth_yoy,2019-06-01,15,6.877
growth_yoy,2019-07-01,15,5.185
growth_yoy,2019-08-01,15,6.674
growth_yoy,2019-09-01,15,6.444
growth_yoy,2019-10-01,15,4.228
growth_yoy,2019-11-01,15,7.144
growth_yoy,2019-12-01,15,3.953
growth_yoy,2020-01-01,15,1.504
growth_yoy,2020-02-01,15,6.032
growth_yoy,2020-03-01,15,1.063
growth_yoy,2020-04-01,15,-79.983
growth_yoy,2020-05-01,15,-38.694
growth_yoy,2020-06-01,15,-16.512
growth_yoy,2020-07-01,15,-25.459
growth_yoy,2020-08-01,15,-26.396
growth_yoy,2020-09-01,15,-16.757
growth_yoy,2020-10-01,15,-9.346
growth_yoy,2020-11-01,15,-8.807
growth_yoy,2020-12-01,15,3.201
growth_yoy,2021-01-01,15,3.836
growth_yoy,2021-02-01,15,2.984
growth_yoy,2021-03-01,15,8.607
growth_yoy,2021-04-01,15,457.303
growth_yoy,2021-05-01,15,72.566
growth_yoy,2021-06-01,15,-24.898
growth_yoy,2021-07-01,15,-25.86
growth_yoy,2021-08-01,15,-13.705
growth_yoy,2021-09-01,15,-11.994
growth_yoy,2021-10-01,15,3.263
growth_yoy,2021-11-01,15,4.366
growth_yoy,2021-12-01,15,2.414
growth_yoy,2022-01-01,15,1.828
growth_yoy,2022-02-01,15,4.117
growth_yoy,2022-03-01,15,1.51
growth_yoy,2022-04-01,15,0.362
growth_yoy,2022-05-01,15,8.264
growth_yoy,2022-06-01,15,86.147
growth_yoy,2022-07-01,15,104.693
growth_yoy,2022-08-01,15,90.708
growth_yoy,2022-09-01,15,66.352
growth_yoy,2022-10-01,15,21.332
growth_yoy,2022-11-01,15,22.368
growth_yoy,2022-12-01,15,12.447
growth_yoy,2023-01-01,15,7.278
growth_yoy,2023-02-01,15,6.364
growth_yoy,2023-03-01,15,8.915
growth_yoy,2023-04-01,15,9.132
growth_yoy,2023-05-01,15,14.416
growth_yoy,2023-06-01,15,4.511
growth_yoy,2023-07-01,15,7.94
growth_yoy,2023-08-01,15,3.16
growth_yoy,2023-09-01,15,4.506
growth_yoy,2023-10-01,15,8.399
growth_yoy,2023-11-01,15,8.219
growth_yoy,2023-12-01,15,8.952
growth_yoy,2024-01-01,15,8.926
growth_yoy,2024-02-01,15,6.709
growth_yoy,2024-03-01,15,3.874
growth_yoy,2024-04-01,15,2.419
growth_yoy,2024-05-01,15,1.309
growth_yoy,2024-06-01,15,4.103
growth_yoy,2024-07-01,15,5.612
growth_yoy,2024-08-01,15,8.452
growth_yoy,2024-09-01,15,9.322
growth_yoy,2024-10-01,15,6.552
growth_yoy,2024-11-01,15,7.236
growth_yoy,2024-12-01,15,9.893
growth_yoy,2025-01-01,15,5.6
growth_yoy,2025-02-01,15,7.529
growth_yoy,2025-03-01,15,6.908
growth_yoy,2025-04-01,15,8.789
growth_yoy,2025-05-01,15,8.58
growth_yoy,2025-06-01,15,6.816
growth_yoy,2025-07-01,15,8.063
growth_yoy,2025-08-01,15,6.394
growth_yoy,2025-09-01,15,7.427
growth_yoy,2025-10-01,15,6.834
growth_yoy,2025-11-01,15,7.893
growth_yoy,2025-12-01,15,10.42
growth_yoy,2026-01-01,15,6.297
growth_yoy,2026-02-01,15,3.871
growth_yoy,2026-03-01,15,5.04
growth_yoy,2026-04-01,15,5.171
growth_yoy,2026-05-01,15,4.574
growth_mom,2015-02-01,15,-7.969
growth_mom,2015-03-01,15,6.311
growth_mom,2015-04-01,15,3.048
growth_mom,2015-05-01,15,8.697
growth_mom,2015-06-01,15,-2.496
growth_mom,2015-07-01,15,-5.09
growth_mom,2015-08-01,15,-2.994
growth_mom,2015-09-01,15,0.533
growth_mom,2015-10-01,15,-2.672
growth_mom,2015-11-01,15,16.252
growth_mom,2015-12-01,15,6.269
growth_mom,2016-01-01,15,-3.837
growth_mom,2016-02-01,15,-5.144
growth_mom,2016-03-01,15,7.425
growth_mom,2016-04-01,15,-3.078
growth_mom,2016-05-01,15,4.559
growth_mom,2016-06-01,15,-5.475
growth_mom,2016-07-01,15,-2.914
growth_mom,2016-08-01,15,-0.193
growth_mom,2016-09-01,15,-5.165
growth_mom,2016-10-01,15,-1.825
growth_mom,2016-11-01,15,15.837
growth_mom,2016-12-01,15,1.989
growth_mom,2017-01-01,15,7.616
growth_mom,2017-02-01,15,-8.093
growth_mom,2017-03-01,15,4.849
growth_mom,2017-04-01,15,0.04
growth_mom,2017-05-01,15,4.415
growth_mom,2017-06-01,15,-11.266
growth_mom,2017-07-01,15,-0.204
growth_mom,2017-08-01,15,-0.968
growth_mom,2017-09-01,15,-3.259
growth_mom,2017-10-01,15,-2.583
growth_mom,2017-11-01,15,13.651
growth_mom,2017-12-01,15,2.248
growth_mom,2018-01-01,15,7.523
growth_mom,2018-02-01,15,-8.402
growth_mom,2018-03-01,15,7.04
growth_mom,2018-04-01,15,0.381
growth_mom,2018-05-01,15,2.15
growth_mom,2018-06-01,15,-9.516
growth_mom,2018-07-01,15,-2.214
growth_mom,2018-08-01,15,-2.377
growth_mom,2018-09-01,15,-1.024
growth_mom,2018-10-01,15,-3.723
growth_mom,2018-11-01,15,10.769
growth_mom,2018-12-01,15,2.955
growth_mom,2019-01-01,15,8.047
growth_mom,2019-02-01,15,-8.732
growth_mom,2019-03-01,15,12.036
growth_mom,2019-04-01,15,-1.149
growth_mom,2019-05-01,15,3.479
growth_mom,2019-06-01,15,-8.838
growth_mom,2019-07-01,15,-3.763
growth_mom,2019-08-01,15,-0.994
growth_mom,2019-09-01,15,-1.238
growth_mom,2019-10-01,15,-5.727
growth_mom,2019-11-01,15,13.868
growth_mom,2019-12-01,15,-0.11
growth_mom,2020-01-01,15,5.501
growth_mom,2020-02-01,15,-4.66
growth_mom,2020-03-01,15,6.785
growth_mom,2020-04-01,15,-80.421
growth_mom,2020-05-01,15,216.929
growth_mom,2020-06-01,15,24.147
growth_mom,2020-07-01,15,-14.076
growth_mom,2020-08-01,15,-2.24
growth_mom,2020-09-01,15,11.696
growth_mom,2020-10-01,15,2.666
growth_mom,2020-11-01,15,14.544
growth_mom,2020-12-01,15,13.043
growth_mom,2021-01-01,15,6.151
growth_mom,2021-02-01,15,-5.443
growth_mom,2021-03-01,15,12.616
growth_mom,2021-04-01,15,0.465
growth_mom,2021-05-01,15,-1.864
growth_mom,2021-06-01,15,-45.97
growth_mom,2021-07-01,15,-15.176
growth_mom,2021-08-01,15,13.788
growth_mom,2021-09-01,15,13.911
growth_mom,2021-10-01,15,20.464
growth_mom,2021-11-01,15,15.767
growth_mom,2021-12-01,15,10.929
growth_mom,2022-01-01,15,5.543
growth_mom,2022-02-01,15,-3.317
growth_mom,2022-03-01,15,9.796
growth_mom,2022-04-01,15,-0.671
growth_mom,2022-05-01,15,5.862
growth_mom,2022-06-01,15,-7.102
growth_mom,2022-07-01,15,-6.725
growth_mom,2022-08-01,15,6.013
growth_mom,2022-09-01,15,-0.638
growth_mom,2022-10-01,15,-12.137
growth_mom,2022-11-01,15,16.756
growth_mom,2022-12-01,15,1.935
growth_mom,2023-01-01,15,0.692
growth_mom,2023-02-01,15,-4.14
growth_mom,2023-03-01,15,12.429
growth_mom,2023-04-01,15,-0.473
growth_mom,2023-05-01,15,10.988
growth_mom,2023-06-01,15,-15.145
growth_mom,2023-07-01,15,-3.665
growth_mom,2023-08-01,15,1.319
growth_mom,2023-09-01,15,0.66
growth_mom,2023-10-01,15,-8.864
growth_mom,2023-11-01,15,16.562
growth_mom,2023-12-01,15,2.625
growth_mom,2024-01-01,15,0.668
growth_mom,2024-02-01,15,-6.091
growth_mom,2024-03-01,15,9.441
growth_mom,2024-04-01,15,-1.867
growth_mom,2024-05-01,15,9.786
growth_mom,2024-06-01,15,-12.805
growth_mom,2024-07-01,15,-2.267
growth_mom,2024-08-01,15,4.043
growth_mom,2024-09-01,15,1.467
growth_mom,2024-10-01,15,-11.173
growth_mom,2024-11-01,15,17.311
growth_mom,2024-12-01,15,5.168
growth_mom,2025-01-01,15,-3.265
growth_mom,2025-02-01,15,-4.375
growth_mom,2025-03-01,15,8.809
growth_mom,2025-04-01,15,-0.14
growth_mom,2025-05-01,15,9.575
growth_mom,2025-06-01,15,-14.222
growth_mom,2025-07-01,15,-1.126
growth_mom,2025-08-01,15,2.435
growth_mom,2025-09-01,15,2.452
growth_mom,2025-10-01,15,-11.663
growth_mom,2025-11-01,15,18.473
growth_mom,2025-12-01,15,7.631
growth_mom,2026-01-01,15,-6.877
growth_mom,2026-02-01,15,-6.559
growth_mom,2026-03-01,15,10.034
growth_mom,2026-04-01,15,-0.016
growth_mom,2026-05-01,15,8.953
abs,2015-01-01,16,92.636
abs,2015-02-01,16,91.639
abs,2015-03-01,16,104.784
abs,2015-04-01,16,106.679
abs,2015-05-01,16,93.213
abs,2015-06-01,16,97.629
abs,2015-07-01,16,97.122
abs,2015-08-01,16,96.873
abs,2015-09-01,16,102.309
abs,2015-10-01,16,106.212
abs,2015-11-01,16,105.438
abs,2015-12-01,16,105.467
abs,2016-01-01,16,100.327
abs,2016-02-01,16,96.755
abs,2016-03-01,16,100.97
abs,2016-04-01,16,102.898
abs,2016-05-01,16,99.241
abs,2016-06-01,16,107.569
abs,2016-07-01,16,101.734
abs,2016-08-01,16,102.364
abs,2016-09-01,16,100.773
abs,2016-10-01,16,105.884
abs,2016-11-01,16,109.39
abs,2016-12-01,16,111.323
abs,2017-01-01,16,103.976
abs,2017-02-01,16,103.631
abs,2017-03-01,16,108.935
abs,2017-04-01,16,108.888
abs,2017-05-01,16,106.52
abs,2017-06-01,16,106.419
abs,2017-07-01,16,103.58
abs,2017-08-01,16,103.136
abs,2017-09-01,16,103.312
abs,2017-10-01,16,107.35
abs,2017-11-01,16,112.385
abs,2017-12-01,16,113.94
abs,2018-01-01,16,111.752
abs,2018-02-01,16,111.167
abs,2018-03-01,16,112.497
abs,2018-04-01,16,112.781
abs,2018-05-01,16,109.958
abs,2018-06-01,16,111.374
abs,2018-07-01,16,108.747
abs,2018-08-01,16,111.026
abs,2018-09-01,16,111.919
abs,2018-10-01,16,116.523
abs,2018-11-01,16,116.497
abs,2018-12-01,16,120.159
abs,2019-01-01,16,118.701
abs,2019-02-01,16,117.211
abs,2019-03-01,16,116.192
abs,2019-04-01,16,116.991
abs,2019-05-01,16,116.234
abs,2019-06-01,16,116.07
abs,2019-07-01,16,114.807
abs,2019-08-01,16,116.874
abs,2019-09-01,16,119.183
abs,2019-10-01,16,121.301
abs,2019-11-01,16,121.562
abs,2019-12-01,16,125.583
abs,2020-01-01,16,121.708
abs,2020-02-01,16,125.149
abs,2020-03-01,16,113.327
abs,2020-04-01,16,24.294
abs,2020-05-01,16,56.813
abs,2020-06-01,16,122.376
abs,2020-07-01,16,102.823
abs,2020-08-01,16,102.269
abs,2020-09-01,16,116.026
abs,2020-10-01,16,115.789
abs,2020-11-01,16,121.488
abs,2020-12-01,16,126.456
abs,2021-01-01,16,118.298
abs,2021-02-01,16,120.064
abs,2021-03-01,16,119.171
abs,2021-04-01,16,109.128
abs,2021-05-01,16,107.669
abs,2021-06-01,16,100.341
abs,2021-07-01,16,79.218
abs,2021-08-01,16,99.999
abs,2021-09-01,16,113.806
abs,2021-10-01,16,121.777
abs,2021-11-01,16,136.642
abs,2021-12-01,16,137.232
abs,2022-01-01,16,131.648
abs,2022-02-01,16,128.18
abs,2022-03-01,16,131.052
abs,2022-04-01,16,117.667
abs,2022-05-01,16,117.88
abs,2022-06-01,16,118.139
abs,2022-07-01,16,112.789
abs,2022-08-01,16,113.116
abs,2022-09-01,16,122.149
abs,2022-10-01,16,121.912
abs,2022-11-01,16,120.748
abs,2022-12-01,16,119.63
abs,2023-01-01,16,112.526
abs,2023-02-01,16,125.019
abs,2023-03-01,16,119.55
abs,2023-04-01,16,106.044
abs,2023-05-01,16,116.218
abs,2023-06-01,16,113.555
abs,2023-07-01,16,109.034
abs,2023-08-01,16,111.758
abs,2023-09-01,16,117.486
abs,2023-10-01,16,124.001
abs,2023-11-01,16,118.454
abs,2023-12-01,16,116.044
abs,2024-01-01,16,113.35
abs,2024-02-01,16,119.487
abs,2024-03-01,16,122.623
abs,2024-04-01,16,110.98
abs,2024-05-01,16,118.306
abs,2024-06-01,16,119.391
abs,2024-07-01,16,119.566
abs,2024-08-01,16,117.077
abs,2024-09-01,16,124.606
abs,2024-10-01,16,128.542
abs,2024-11-01,16,123.646
abs,2024-12-01,16,123.223
abs,2025-01-01,16,116.958
abs,2025-02-01,16,123.822
abs,2025-03-01,16,125.728
abs,2025-04-01,16,114.717
abs,2025-05-01,16,121.373
abs,2025-06-01,16,117.169
abs,2025-07-01,16,123.588
abs,2025-08-01,16,121.312
abs,2025-09-01,16,126.982
abs,2025-10-01,16,131.248
abs,2025-11-01,16,128.25
abs,2025-12-01,16,125.024
abs,2026-01-01,16,122.51
abs,2026-02-01,16,127.353
abs,2026-03-01,16,129.804
abs,2026-04-01,16,120.561
abs,2026-05-01,16,122.835
growth_yoy,2016-01-01,16,8.303
growth_yoy,2016-02-01,16,5.583
growth_yoy,2016-03-01,16,-3.64
